date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:02:59	118/118	---MCZ	200	added ('OK')	text/plain	date:Sun,%2004%20Feb%202024%2000:03:01%20GMT	https://preview.moxcreative.com/robots.txt		(from )
01:03:00	209230/209230	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Feb%202024%2000:03:02%20GMT	https://preview.moxcreative.com/speakup/template-kit/homepage/	C:/Users/walid-pc/Downloads/aminpp/preview.moxcreative.com/speakup/template-kit/homepage/index.html	(from )
01:03:00	95058/95058	---MCZ	200	added ('OK')	text/css	etag:W/%2217352-6103a6224eaf2%22	https://preview.moxcreative.com/speakup/wp-content/plugins/bdthemes-element-pack-lite/assets/css/bdt-uikit.css?ver=3.17.0	C:/Users/walid-pc/Downloads/aminpp/preview.moxcreative.com/speakup/wp-content/plugins/bdthemes-element-pack-lite/assets/css/bdt-uikite7ad.css	(from https://preview.moxcreative.com/speakup/template-kit/homepage/)
01:03:00	38036/38036	---MCZ	200	added ('OK')	text/css	etag:W/%229494-6103a6224fe7a%22	https://preview.moxcreative.com/speakup/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-helper.css?ver=5.5.0	C:/Users/walid-pc/Downloads/aminpp/preview.moxcreative.com/speakup/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-helperdeba.css	(from https://preview.moxcreative.com/speakup/template-kit/homepage/)
01:03:01	21743/21743	---MCZ	200	added ('OK')	text/css	etag:W/%2254ef-6103a61cbd20d%22	https://preview.moxcreative.com/speakup/wp-content/plugins/bdthemes-prime-slider-lite/assets/css/prime-slider-site.css?ver=3.11.12	C:/Users/walid-pc/Downloads/aminpp/preview.moxcreative.com/speakup/wp-content/plugins/bdthemes-prime-slider-lite/assets/css/prime-slider-site19a0.css	(from https://preview.moxcreative.com/speakup/template-kit/homepage/)
01:03:01	388296/388296	---MCZ	200	added ('OK')	text/css	etag:W/%225ecc8-6103a614bf33f%22	https://preview.moxcreative.com/speakup/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/premium-addons.min.css?ver=4.10.18	C:/Users/walid-pc/Downloads/aminpp/preview.moxcreative.com/speakup/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/premium-addons.mincd9f.css	(from https://preview.moxcreative.com/speakup/template-kit/homepage/)
01:03:01	1111/1111	---MCZ	200	added ('OK')	text/css	etag:W/%22457-5d7d3c956f4a8%22	https://preview.moxcreative.com/speakup/wp-content/plugins/template-kit-export/public/assets/css/template-kit-export-public.min.css?ver=1.0.21	C:/Users/walid-pc/Downloads/aminpp/preview.moxcreative.com/speakup/wp-content/plugins/template-kit-export/public/assets/css/template-kit-export-public.min365c.css	(from https://preview.moxcreative.com/speakup/template-kit/homepage/)
01:03:02	6051/6051	---MCZ	200	added ('OK')	text/css	etag:W/%2217a3-5ec252365f9d6%22	https://preview.moxcreative.com/speakup/wp-content/themes/hello-elementor/style.min.css?ver=2.6.1	C:/Users/walid-pc/Downloads/aminpp/preview.moxcreative.com/speakup/wp-content/themes/hello-elementor/style.minc141.css	(from https://preview.moxcreative.com/speakup/template-kit/homepage/)
01:03:02	15672/15672	---MCZ	200	added ('OK')	text/css	etag:W/%223d38-5ec252365f5ee%22	https://preview.moxcreative.com/speakup/wp-content/themes/hello-elementor/theme.min.css?ver=2.6.1	C:/Users/walid-pc/Downloads/aminpp/preview.moxcreative.com/speakup/wp-content/themes/hello-elementor/theme.minc141.css	(from https://preview.moxcreative.com/speakup/template-kit/homepage/)
01:03:02	118650/118650	---MCZ	200	added ('OK')	text/css	etag:W/%221cf7a-6103a6171ea20%22	https://preview.moxcreative.com/speakup/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.19.0	C:/Users/walid-pc/Downloads/aminpp/preview.moxcreative.com/speakup/wp-content/plugins/elementor/assets/css/frontend-lite.min225e.css	(from https://preview.moxcreative.com/speakup/template-kit/homepage/)
